date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:30	73911/73911	---M-Z	200	added ('OK')	text/html	etag:%22120b7-5e1785d0-2d8794aa6c4ea1e2;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two-w.html	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two-w.html	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:31	50585/50585	---M--	200	added ('OK')	image/png	etag:%22c599-5c5053f6-58e5cf674834e861;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h1w.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h1w.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:32	58815/58815	---M-Z	200	added ('OK')	text/html	etag:%22e5bf-5e1760a4-9fdf112ad126aa80;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-rtl.html	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/home-rtl.html	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:37	51788/51788	---M--	200	added ('OK')	image/png	etag:%22ca4c-5c5053f6-9dcd7026026aad9;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h1.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h1.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:38	58815/58815	---M-Z	200	added ('OK')	text/html	etag:%22e5bf-5e1785fc-77daa95b068c7e8c;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-rtl-w.html	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/home-rtl-w.html	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:41	49278/49278	---M--	200	added ('OK')	image/png	etag:%22c07e-5c5053f6-75949f4f57ee8a1a;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h3w.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h3w.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:44	87733/87733	---M--	200	added ('OK')	image/png	etag:%22156b5-5c5053f6-977ffd1777186f13;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h2w.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h2w.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:46	50482/50482	---M--	200	added ('OK')	image/png	etag:%22c532-5c5053f6-39df9adca71c4d0b;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h3.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h3.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:47	104012/104012	---M--	200	added ('OK')	image/png	etag:%221964c-5c5053f6-cb35379f84afada9;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h2.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/h2.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:16:59	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5bc4c7ba-d2e3b8f1f29b0227;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:17:02	447050/447050	---M-Z	200	added ('OK')	image/svg+xml	etag:%226d24a-5bc4c7bc-8d754c8f6c36f4ad;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:17:03	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jun%202020%2007:47:00%20GMT	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.video.play.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.video.play.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.css)
13:17:07	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5bc4c7ba-62115d0437264f9c;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:17:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5bc4c7ba-1f795a30b13cb8de;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:17:10	38359/38359	---M--	200	added ('OK')	image/png	etag:%2295d7-5c5053f6-c66b615f359be627;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/footer-bg.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/footer-bg.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5bc4c7ba-1f795a30b13cb8de;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:17:14	22145/22145	---M--	200	added ('OK')	image/png	etag:%225681-5c5053f8-a5963b2497f80f0d;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:15	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22c88-5e178a42-b4010d396ac1acc4;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:16	13131/13131	---M--	200	added ('OK')	image/png	etag:%22334b-5c5053f8-a0700a5c62d88ff1;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:17	2411/2411	---M--	200	added ('OK')	image/jpeg	etag:%2296b-5c5053f6-bff6b96b3f5215a2;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:17:17	48876/48876	---M--	200	added ('OK')	image/jpeg	etag:%22beec-5c5053f6-4623a86536091a17;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:20	28935/28935	---M-Z	200	added ('OK')	application/javascript	etag:W/%227107-Jma2+JVoXjx7P5flbj+ZW4QkPzY%22	https://cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:17:21	84355/84355	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-14983%22	http://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.3/jquery.min.js	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:17:24	63524/63524	---M--	200	added ('OK')	image/png	etag:%22f824-5bddb940-397ff9781228aa06;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/portfolio/g9.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/portfolio/g9.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-one-w.html)
13:17:26	136741/136741	---M--	200	added ('OK')	image/jpeg	etag:%2221625-5c5053f8-bf2bd14b396260ec;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:17:27	43118/43118	---M--	200	added ('OK')	image/png	etag:%22a86e-5c50536e-d0dada14fb7e8a02;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/p-2.png	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/p-2.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
13:17:32	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5bc4c7ba-e295bcc2fc189ba;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/JOY%20SINHA/Desktop/New%20folder/Port/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
